124.08,17.447,36.604,48.861,-13.06
144.48,26.823,25.509,102.18,54.593
147.06,30.683,31.128,159.65,61.84
153.77,33.539,25.499,134.53,18.301
154.16,22.569,32.645,254.38,76.202
177.61,23.952,28.663,254.12,80.725
194.72,8.611,20.719,162.34,52.541
214.67,14.03,15.21,230.77,91.849
183.24,4.985,28.311,108.72,-9.044
158.51,4.851,13.603,-26.276,-57.001
173.01,1.899,26.316,-33.205,-13.68
208.49,8.612,15.592,-129.67,66.015
210.62,1.465,11.478,-172.85,93.785
180.2,29.13,31.076,-192.91,1.001
184.84,32.892,30.605,-15.467,-102.13
144.08,8.67,35.972,-241.06,5.945
109.52,4.88,28.792,-249.48,99.934
133.38,18.812,8.269,-228.23,91.036
103.98,48.004,21.868,-124.69,54.784
101.82,49.978,22.757,-225.03,35.234
95.778,61.143,31.22,-213.26,70.717
110.7,65.211,35.776,-182.75,47.44
121.88,59.732,29.753,-225.2,35.551
128.15,58.573,16.099,-262.03,44.608
156.33,75.858,11.776,-221.61,71.712
182.24,75.546,29.004,-212.8,39.943
200.1,81.648,35.797,-195.86,1.041
195.69,89.659,38.568,-269.72,80.396
197.91,78.268,38.888,-147.07,92.299
169.95,87.657,30.462,-159.95,108.54
149.47,81.256,29.089,-202.21,70.927
166.01,89.807,36.057,-226.12,-3.812
152.56,96.991,17.315,-237.59,80.685
114.06,82.143,20.7,-147.25,46.087
99.878,85.877,32.484,-131.52,24.961
111.19,83.717,37.124,-228.81,45.908
103.34,98.079,29.734,-266.03,39.609
91.049,88.197,16.378,-140.47,21.484
96.333,85.003,15.742,-59.305,-30.701
95.23,82.468,29.448,-66.206,-62.476
93.703,75.314,38.081,12.581,-15.419
88.395,66.872,36.59,65.03,-47.775
97.614,68.027,36.415,167.91,-3.399
108.08,59.412,26.779,118.49,33.009
93.606,50.786,27.097,180.56,24.119
92.3,51.028,22.24,257.38,-1.572
86.407,46.33,15.069,148.8,51.54
93.332,46.384,9.621,153.59,84.224
73.524,51.868,19.92,171.52,64.863
72.924,49.296,13.175,161.18,107.25
59.749,39.415,16.826,178.68,71.422
56.382,40.687,10.457,179.56,108.98
37.049,38.897,6.284,139.38,81.644
23.41,28.407,21.328,247.05,102.28
41.974,14.142,23.357,216.57,96.664
56.747,18.067,32.356,144.14,95.585
60.9,13.527,21.255,177.01,74.141
71.568,16.157,14.091,130.48,45.298
63.087,24.611,24.294,12.381,-19.088
46.33,34.848,36.383,-59.04,-49.892
29.612,45.188,35.059,-79.035,-83.561
26.594,41.561,34.479,25.992,-28.819
7.832,33.86,29.201,77.958,-72.768
26.24,39.773,23.045,-21.935,-98.925
8.346,29.869,31.256,-82.889,-91.67
13.404,14.098,33.66,-42.257,-19.511
4.622,8.555,38.017,81.729,-59.128
42.161,21.313,35.301,94.711,-6.937
60.361,3.749,18.413,78.339,-48.627
42.057,19.707,24.04,-124.73,13.129
49.855,22.367,12.706,-218.19,54.457
49.858,30.727,18.366,-145.54,75.748
60.433,29.625,24.067,-126.75,71.363
66.017,25.36,17.614,-147.04,66.979
65.955,24.633,9.483,-186.75,100.41
49.362,39.604,21.519,-146.37,31.227
62.849,34.206,26.509,-196.26,48.67
74.563,41.705,27.612,-192.44,81.691
79.905,47.641,25.28,-256.38,75.285
88.54,46.994,38.284,-185.54,78.215
77.263,41.193,21.394,-243.68,11.601
56.488,45.698,22.205,-236.84,-0.816
71.365,40.435,16.409,-101.8,42.645
90.166,55.748,21.915,-56.256,-22.411
86.306,56.949,28.959,-40.859,-15.542
71.588,50.645,34.706,0.764,-49.061
50.031,57.628,24.972,-44.804,-64.685
53.084,49.232,14.664,12.841,-51.728
56.97,54.149,3.568,-51.13,-86.934
46.424,76.951,13.504,-43.942,-75.742
38.924,81.017,12.137,15.408,-73.557
32.656,88.668,22.608,26.925,-78.11
21.974,92.661,19.888,62.048,-40.464
40.303,99.825,27.795,0.255,-6.361
53.197,95.806,18.81,21.598,-61.367
58.29,85.096,31.73,69.645,-109.51
31.674,96.089,37.289,40.613,-96.849
48.888,84.375,26.359,-135.57,-5.327
52.27,87.572,33.579,-116.67,25.386
34.993,92.344,24.968,-182.01,14.5
16.908,86.428,26.515,-196.21,78.848
31.748,88.788,23.515,-126.74,80.257
41.797,74.318,20.837,-133.35,91.752
11.966,55.68,36.784,-96.405,67.423
12.531,58.261,29.159,-97.068,-1.554
13.946,46.691,28.166,-86.94,-21.732
3.277,38.154,35.985,25.099,-5.745
4.709,44.388,32.457,63.391,4.428
21.497,46.351,26.087,178.9,63.852
34.053,43.02,35.714,157.79,101.09
37.56,46.645,24.106,233.38,73.719
47.498,61.781,32.124,167.73,66.492
35.164,64.376,33.513,256.08,15.584
51.483,69.35,21.734,189.37,12.884
44.184,74.029,14.444,184.44,51.531
25.623,66.683,19.273,150.69,47.308
18.382,75.534,17.804,90.855,43.834
33.542,76.697,9.43,81.248,78.622
23.601,87.679,1.078,215.54,87.986
27.256,93.113,18.785,189.97,68.181
25.157,87.552,27.23,126.22,33.117
11.967,69.899,24.191,133.21,105
5.173,57.104,11.732,237.28,105.8
40.558,66.21,28.537,79.783,-10.797
66.969,68.888,35.243,220.6,54.383
76.325,62.081,35.498,220.91,20.151
68.627,55.454,38.406,116.47,74.573
91.587,57.904,34.627,185.19,87.736
103.27,70.763,36.863,153.49,45.226
76.183,83.083,30.774,190.22,1.24
57.86,85.82,33.431,250.35,-2.442
55.105,95.484,26.644,249.54,-13.646
76.273,100.41,21.382,134.6,75.207
96.212,99.489,10.179,89.275,102.14
130.23,87.858,35.456,186.49,83.352
115.06,91.652,36.454,171.66,45.96
134.05,77.176,38.824,249.71,7.715
131.12,64.931,22.265,230.64,80.028
134.89,70.87,16.632,181.59,50.905
127.41,66.753,15.897,172.79,48.039
145.57,72.894,15.66,193.69,92.507
146.57,71.787,14.95,123.49,85.203
152,63.648,12.79,163.6,109.89
140.06,52.206,3.221,118.57,109.15
145.04,52.676,0.293,102.02,98.124
137.94,33.256,17.801,115.45,84.569
130.49,32.091,14.9,157.43,74.619
136.62,25.375,12.453,221.83,84.748
125.79,12.26,6.934,111.3,72.899
151.46,9.169,3.154,149.71,89.13
125.53,33.18,32.442,167.56,12.54
116.36,40.133,26.186,130.28,4.412
131.89,49.493,34.729,161.44,51.555
117.54,45.45,25.206,113.06,56.031
108.72,38.817,36.109,130.06,52.279
120.31,44.036,38.905,168.26,-3.157
119.17,31.515,37.083,260.28,2.984
108.09,20.979,35.086,141.8,84.147
100.14,5.065,35.206,240.19,-2.01
150.56,2.208,35.512,162.3,54.086
157.38,3.643,33.116,234.36,39.322
177.08,6.467,33.557,234.58,106.57
117.42,34.447,35.102,-70.607,-85.535
117.12,50.78,36.503,-59.788,-84.228
131.52,57.82,26.535,-69.456,-92.79
120.92,62.507,31.957,17.22,-65.543
130.39,71.657,37.301,-29.947,-91.212
139.87,59.79,36.108,40.542,-107.81
138.25,82.684,15.75,263.76,-90.2
119.21,88.244,2.653,253.01,-88.274
124.33,96.25,24.871,247.16,-57.044
129.26,99.154,29.454,259.45,-58.348
119.61,97.894,13.275,46.045,-60.761
134.17,87.118,13.567,-29.146,-98.067
127.78,73.083,6.993,-88.272,-68.703
125.91,99.21,27.706,-101.6,-45.879
93.501,79.081,6.995,-210.94,89.135
74.665,94.185,16.778,-170.2,89.074
77.396,99.567,10.85,-230.67,55.269
26.341,95.244,7.311,-126.26,65.523
9.54,99.834,26.761,-66.588,0.951
58.458,80.077,2.889,-57.303,-109.25
50.003,44.976,37.292,-203.03,-6.432
22.711,32.965,30.014,-143.58,52.88
28.525,38.775,31.7,-138.19,84.573
46.504,44.102,29.217,-248.84,98.191
20.524,26.773,31.24,-254.22,94.348
43.901,24.473,34.574,-254.52,-2.222
49.899,4.04,18.305,-188.95,108.09
84.003,29.283,36.172,-242.29,20.387
77.813,30.776,0.456,21.549,-89.018
17.108,49.891,33.146,268.4,-109.03
66.069,73.1,11.052,213.95,71.847
150.23,67.416,28.46,211.01,106.11
206.96,91.433,7.371,86.789,97.071
225.36,89.346,21.456,66.137,19.15
223.79,77.853,32.232,39.67,64.368
219.29,56.945,23.356,-189.61,87.937
201.18,59.641,36.976,-237.04,18.621
198.38,69.041,8.097,-98.223,-80.562
183.91,76.633,5.416,-81.367,-76.705
178.37,91.77,2.544,-88.608,-109.05
220.04,100.67,19.7,-123.43,-87.835
210.32,99.979,33.706,-250.09,9.83
217.53,64.15,3.96,-58.938,-97.984
184.57,59.308,36.204,43.249,-106.26
214.83,69.799,25.617,264.81,-102.59
231.95,82.242,8.665,269.88,-95.97
